winner,f1,f2,f4mw,f4e,f4s,f4w,EV,n
Gonzaga,Gonzaga,Tennessee,Tennessee,Alabama,Baylor,Gonzaga,-17.54444444444444,9.0
Ohio State,Gonzaga,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,-17.545373134328358,67.0
Florida State,Florida State,Illinois,Illinois,Florida State,Ohio State,Gonzaga,-17.5525,8.0
Gonzaga,Gonzaga,Ohio State,Illinois,Texas,Ohio State,Gonzaga,-17.556119402985072,67.0
Gonzaga,Gonzaga,Houston,Houston,Florida State,Arkansas,Gonzaga,-17.55666666666667,6.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,Ohio State,Gonzaga,-17.561958041958054,143.0
Purdue,Gonzaga,Purdue,Houston,Michigan,Purdue,Gonzaga,-17.566666666666666,6.0
Arkansas,Michigan,Arkansas,Illinois,Michigan,Arkansas,Gonzaga,-17.573333333333334,9.0
Alabama,Alabama,Illinois,Illinois,Alabama,Ohio State,Iowa,-17.577333333333335,15.0
Illinois,Michigan,Illinois,Illinois,Michigan,Arkansas,Iowa,-17.578461538461536,13.0
West Virginia,Gonzaga,West Virginia,West Virginia,Texas,Ohio State,Gonzaga,-17.616666666666664,6.0
Michigan,Michigan,Houston,Houston,Michigan,Baylor,Gonzaga,-17.618536585365856,41.0
Baylor,Gonzaga,Baylor,Tennessee,Michigan,Baylor,Gonzaga,-17.619999999999997,14.0
Alabama,Alabama,Ohio State,Houston,Alabama,Ohio State,Gonzaga,-17.625,8.0
Gonzaga,Gonzaga,Purdue,West Virginia,Texas,Purdue,Gonzaga,-17.62666666666667,6.0
Gonzaga,Gonzaga,Houston,Houston,Louisiana State,Ohio State,Gonzaga,-17.62888888888889,9.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Purdue,Gonzaga,-17.63,48.0
Gonzaga,Gonzaga,Ohio State,Houston,Louisiana State,Ohio State,Gonzaga,-17.64,9.0
Virginia,Virginia,Illinois,Illinois,Alabama,Baylor,Virginia,-17.653333333333332,12.0
Gonzaga,Gonzaga,Arkansas,Illinois,Texas,Arkansas,Gonzaga,-17.656666666666666,6.0
Ohio State,Gonzaga,Ohio State,West Virginia,Michigan,Ohio State,Gonzaga,-17.665,12.0
Michigan,Michigan,Houston,Houston,Michigan,Ohio State,Gonzaga,-17.675,16.0
Alabama,Alabama,Baylor,West Virginia,Alabama,Baylor,Gonzaga,-17.68,7.0
Baylor,Kansas,Baylor,Illinois,Michigan,Baylor,Kansas,-17.680000000000003,23.0
Gonzaga,Gonzaga,Ohio State,Illinois,Florida State,Ohio State,Gonzaga,-17.680000000000003,36.0
Illinois,Michigan,Illinois,Illinois,Michigan,Baylor,Kansas,-17.695833333333333,24.0
Baylor,Kansas,Baylor,Illinois,Alabama,Baylor,Kansas,-17.697000000000003,20.0
Baylor,Iowa,Baylor,Oklahoma State,Texas,Baylor,Iowa,-17.697142857142858,7.0
Baylor,Gonzaga,Baylor,West Virginia,Florida State,Baylor,Gonzaga,-17.7,10.0
Iowa,Iowa,Baylor,West Virginia,Michigan,Baylor,Iowa,-17.713333333333335,12.0
Illinois,Gonzaga,Illinois,Illinois,Alabama,Villanova,Gonzaga,-17.72,17.0
Alabama,Alabama,Illinois,Illinois,Alabama,Villanova,Gonzaga,-17.72,8.0
Gonzaga,Gonzaga,Baylor,Houston,Michigan,Baylor,Gonzaga,-17.723316062176167,193.0
Illinois,Gonzaga,Illinois,Illinois,Texas,Ohio State,Gonzaga,-17.724871794871795,78.0
Ohio State,Alabama,Ohio State,Illinois,Alabama,Ohio State,Iowa,-17.73142857142857,7.0
Illinois,Gonzaga,Illinois,Illinois,Texas,Baylor,Gonzaga,-17.73886792452831,106.0
Baylor,Michigan,Baylor,Tennessee,Michigan,Baylor,Gonzaga,-17.74153846153846,13.0
Gonzaga,Gonzaga,Loyola (IL),Loyola (IL),Michigan,Baylor,Gonzaga,-17.743636363636362,11.0
Gonzaga,Gonzaga,Baylor,Houston,Texas,Baylor,Gonzaga,-17.747586206896546,58.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,Arkansas,Gonzaga,-17.753333333333334,18.0
Baylor,Michigan,Baylor,West Virginia,Michigan,Baylor,Gonzaga,-17.75529411764706,17.0
Ohio State,Michigan,Ohio State,Houston,Michigan,Ohio State,Gonzaga,-17.756470588235295,17.0
Baylor,Gonzaga,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-17.763200000000005,50.0
Ohio State,Michigan,Ohio State,Illinois,Michigan,Ohio State,Creighton,-17.763333333333332,6.0
Gonzaga,Gonzaga,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,-17.764678362573104,171.0
Gonzaga,Gonzaga,Baylor,Illinois,Connecticut,Baylor,Gonzaga,-17.769629629629627,27.0
Baylor,Gonzaga,Baylor,West Virginia,Texas,Baylor,Gonzaga,-17.7775,16.0
Illinois,Alabama,Illinois,Illinois,Alabama,Villanova,Gonzaga,-17.78,8.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,Ohio State,Gonzaga,-17.790526315789474,76.0
Gonzaga,Gonzaga,North Carolina,Illinois,Alabama,North Carolina,Gonzaga,-17.794285714285714,7.0
Gonzaga,Gonzaga,Baylor,Illinois,Alabama,Baylor,Gonzaga,-17.796727272727264,275.0
Gonzaga,Gonzaga,Baylor,Tennessee,Michigan,Baylor,Gonzaga,-17.797222222222217,36.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Wisconsin,Gonzaga,-17.802,10.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Arkansas,Gonzaga,-17.810000000000002,20.0
Gonzaga,Gonzaga,Arkansas,Oklahoma State,Michigan,Arkansas,Gonzaga,-17.822222222222223,9.0
Gonzaga,Gonzaga,Ohio State,Illinois,Alabama,Ohio State,Gonzaga,-17.822452830188677,106.0
Iowa,Iowa,Illinois,Illinois,Louisiana State,Ohio State,Iowa,-17.823333333333334,6.0
Gonzaga,Gonzaga,Baylor,Illinois,Florida State,Baylor,Gonzaga,-17.826086956521745,115.0
Tennessee,Gonzaga,Tennessee,Tennessee,Michigan,Baylor,Gonzaga,-17.8325,8.0
Illinois,Gonzaga,Illinois,Illinois,Texas,Purdue,Gonzaga,-17.837777777777777,18.0
Virginia,Virginia,Illinois,Illinois,Texas,Baylor,Virginia,-17.84,7.0
Virginia,Virginia,Illinois,Illinois,Michigan,Ohio State,Virginia,-17.84,6.0
Illinois,Gonzaga,Illinois,Illinois,Texas,North Carolina,Gonzaga,-17.84,7.0
Iowa,Iowa,Baylor,Oklahoma State,Michigan,Baylor,Iowa,-17.845000000000002,12.0
Gonzaga,Gonzaga,Ohio State,Illinois,Brigham Young,Ohio State,Gonzaga,-17.85,10.0
Gonzaga,Gonzaga,North Carolina,Houston,Michigan,North Carolina,Gonzaga,-17.85142857142857,7.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Michigan,Baylor,Gonzaga,-17.851891891891896,37.0
Gonzaga,Gonzaga,Houston,Houston,Michigan,North Carolina,Gonzaga,-17.85571428571429,14.0
Ohio State,Michigan,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,-17.855897435897436,39.0
Gonzaga,Gonzaga,Ohio State,Houston,Texas,Ohio State,Gonzaga,-17.856153846153845,26.0
Kansas,Kansas,Illinois,Illinois,Michigan,Baylor,Kansas,-17.864,25.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Arkansas,Gonzaga,-17.86481012658228,79.0
Gonzaga,Gonzaga,Houston,Houston,Alabama,Purdue,Gonzaga,-17.871111111111112,9.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,Baylor,Gonzaga,-17.87892857142857,112.0
Gonzaga,Gonzaga,Illinois,Illinois,Brigham Young,Baylor,Gonzaga,-17.88090909090909,22.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Texas Tech,Gonzaga,-17.881428571428575,28.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Ohio State,Gonzaga,-17.886277372262786,274.0
Gonzaga,Gonzaga,Baylor,Tennessee,Florida State,Baylor,Gonzaga,-17.88909090909091,11.0
Illinois,Gonzaga,Illinois,Illinois,Texas,Arkansas,Gonzaga,-17.89166666666667,24.0
Gonzaga,Gonzaga,Illinois,Illinois,Connecticut,Baylor,Gonzaga,-17.895384615384614,26.0
Baylor,Gonzaga,Baylor,Tennessee,Texas,Baylor,Gonzaga,-17.896666666666665,6.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Arkansas,Gonzaga,-17.900000000000006,33.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,Texas Tech,Gonzaga,-17.908000000000005,15.0
Gonzaga,Gonzaga,Baylor,West Virginia,Alabama,Baylor,Gonzaga,-17.912592592592592,54.0
Baylor,Kansas,Baylor,Tennessee,Michigan,Baylor,Kansas,-17.91333333333333,6.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Michigan,Ohio State,Gonzaga,-17.923333333333332,42.0
Baylor,Gonzaga,Baylor,Oklahoma State,Alabama,Baylor,Gonzaga,-17.9336,25.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Purdue,Gonzaga,-17.9375,24.0
Baylor,Gonzaga,Baylor,San Diego State,Michigan,Baylor,Gonzaga,-17.94545454545455,11.0
Virginia,Virginia,Baylor,Illinois,Alabama,Baylor,Virginia,-17.95,6.0
Baylor,Gonzaga,Baylor,Oklahoma State,Florida State,Baylor,Gonzaga,-17.95,14.0
Ohio State,Gonzaga,Ohio State,Illinois,Texas,Ohio State,Gonzaga,-17.95076923076923,26.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan State,Baylor,Gonzaga,-17.963333333333335,6.0
Virginia,Virginia,Baylor,Illinois,Florida State,Baylor,Virginia,-17.966666666666665,6.0
Gonzaga,Gonzaga,Houston,Houston,Michigan,Wisconsin,Gonzaga,-17.97,6.0
Gonzaga,Gonzaga,Arkansas,Illinois,Florida State,Arkansas,Gonzaga,-17.974285714285713,7.0
Baylor,Gonzaga,Baylor,Loyola (IL),Alabama,Baylor,Gonzaga,-17.974285714285713,7.0
Gonzaga,Gonzaga,Houston,Houston,Louisiana State,Baylor,Gonzaga,-17.97666666666667,6.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Ohio State,Gonzaga,-17.97903225806452,124.0
Florida State,Florida State,Baylor,Illinois,Florida State,Baylor,Gonzaga,-17.97913043478261,23.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,Arkansas,Gonzaga,-17.979999999999993,41.0
Illinois,Iowa,Illinois,Illinois,Michigan,Villanova,Iowa,-17.98,6.0
Gonzaga,Gonzaga,Loyola (IL),Loyola (IL),Alabama,Baylor,Gonzaga,-17.9825,8.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Purdue,Gonzaga,-17.983333333333338,30.0
Baylor,Alabama,Baylor,Oklahoma State,Alabama,Baylor,Gonzaga,-17.991111111111113,9.0
West Virginia,Iowa,West Virginia,West Virginia,Michigan,Ohio State,Iowa,-17.991999999999997,10.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Iowa,-17.995555555555555,18.0
Gonzaga,Gonzaga,Ohio State,Houston,Florida State,Ohio State,Gonzaga,-17.997142857142858,14.0
Ohio State,Gonzaga,Ohio State,Houston,Alabama,Ohio State,Gonzaga,-17.998461538461534,13.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Baylor,Gonzaga,-18.004779874213842,159.0
Creighton,Creighton,Illinois,Illinois,Michigan,Baylor,Creighton,-18.006666666666668,6.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,Villanova,Gonzaga,-18.016551724137933,29.0
Gonzaga,Gonzaga,Illinois,Illinois,Maryland,Baylor,Gonzaga,-18.02,6.0
Baylor,Gonzaga,Baylor,West Virginia,Michigan,Baylor,Gonzaga,-18.0265306122449,49.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,Purdue,Gonzaga,-18.032500000000002,8.0
Gonzaga,Gonzaga,Florida,Illinois,Michigan,Florida,Gonzaga,-18.035000000000004,8.0
Gonzaga,Gonzaga,Tennessee,Tennessee,Texas,Baylor,Gonzaga,-18.04,8.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Baylor,Gonzaga,-18.05395881006865,437.0
Illinois,Kansas,Illinois,Illinois,Florida State,Ohio State,Kansas,-18.05666666666667,6.0
Gonzaga,Gonzaga,Ohio State,West Virginia,Florida State,Ohio State,Gonzaga,-18.066666666666666,15.0
Illinois,Gonzaga,Illinois,Illinois,Alabama,North Carolina,Gonzaga,-18.078461538461543,13.0
West Virginia,Gonzaga,West Virginia,West Virginia,Alabama,Baylor,Gonzaga,-18.104444444444443,9.0
Gonzaga,Gonzaga,Ohio State,West Virginia,Michigan,Ohio State,Gonzaga,-18.10814814814815,54.0
Illinois,Michigan,Illinois,Illinois,Michigan,Baylor,Virginia,-18.116,10.0
Gonzaga,Gonzaga,Illinois,Illinois,Louisiana State,Baylor,Gonzaga,-18.121142857142864,35.0
Baylor,Iowa,Baylor,Oklahoma State,Michigan,Baylor,Iowa,-18.12666666666667,9.0
Michigan,Michigan,Houston,Houston,Michigan,Ohio State,Virginia,-18.131666666666664,12.0
Baylor,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-18.138571428571428,14.0
Gonzaga,Gonzaga,North Carolina,Illinois,Michigan,North Carolina,Gonzaga,-18.15111111111111,18.0
Florida State,Florida State,Baylor,Illinois,Florida State,Baylor,Iowa,-18.15666666666667,12.0
Alabama,Alabama,Illinois,Illinois,Alabama,Baylor,Kansas,-18.16,7.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Alabama,Ohio State,Gonzaga,-18.169565217391302,23.0
Illinois,Brigham Young,Illinois,Illinois,Brigham Young,Baylor,Gonzaga,-18.174999999999997,8.0
Gonzaga,Gonzaga,Houston,Houston,Connecticut,Baylor,Gonzaga,-18.176,10.0
Illinois,Gonzaga,Illinois,Illinois,Texas,Texas Tech,Gonzaga,-18.177142857142858,7.0
Gonzaga,Gonzaga,Baylor,Tennessee,Alabama,Baylor,Gonzaga,-18.17739130434782,23.0
West Virginia,Gonzaga,West Virginia,West Virginia,Michigan,Baylor,Gonzaga,-18.179047619047623,21.0
Ohio State,Gonzaga,Ohio State,West Virginia,Alabama,Ohio State,Gonzaga,-18.186666666666667,9.0
Gonzaga,Gonzaga,Baylor,Tennessee,Texas,Baylor,Gonzaga,-18.195,16.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Texas Tech,Gonzaga,-18.19625,16.0
Gonzaga,Gonzaga,Arkansas,Oklahoma State,Texas,Arkansas,Gonzaga,-18.2,6.0
Gonzaga,Gonzaga,Baylor,Illinois,Brigham Young,Baylor,Gonzaga,-18.200588235294116,34.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Texas,Ohio State,Gonzaga,-18.245,12.0
Arkansas,Gonzaga,Arkansas,Illinois,Texas,Arkansas,Gonzaga,-18.25142857142857,7.0
Iowa,Iowa,Baylor,Oklahoma State,Texas,Baylor,Iowa,-18.255000000000003,8.0
Gonzaga,Gonzaga,Baylor,Illinois,Louisiana State,Baylor,Gonzaga,-18.259285714285713,28.0
Tennessee,Michigan,Tennessee,Tennessee,Michigan,Ohio State,Gonzaga,-18.26,6.0
Illinois,Texas,Illinois,Illinois,Texas,Ohio State,Virginia,-18.273333333333333,6.0
Tennessee,Gonzaga,Tennessee,Tennessee,Texas,Ohio State,Gonzaga,-18.276666666666667,6.0
Iowa,Iowa,Baylor,West Virginia,Alabama,Baylor,Iowa,-18.295555555555556,9.0
Ohio State,Texas,Ohio State,Illinois,Texas,Ohio State,Gonzaga,-18.30363636363636,11.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Connecticut,Baylor,Gonzaga,-18.304444444444442,9.0
Texas,Texas,Ohio State,Illinois,Texas,Ohio State,Gonzaga,-18.306666666666665,12.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Villanova,Gonzaga,-18.307142857142853,14.0
Gonzaga,Gonzaga,Villanova,Illinois,Florida State,Villanova,Gonzaga,-18.307499999999997,8.0
Kansas,Kansas,Illinois,Illinois,Michigan,Ohio State,Kansas,-18.30857142857143,7.0
Gonzaga,Gonzaga,Baylor,Illinois,Texas,Baylor,Gonzaga,-18.32403940886699,203.0
Gonzaga,Gonzaga,Baylor,Illinois,Michigan State,Baylor,Gonzaga,-18.326666666666664,6.0
Gonzaga,Gonzaga,Baylor,San Diego State,Michigan,Baylor,Gonzaga,-18.33809523809524,21.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,North Carolina,Gonzaga,-18.342142857142864,28.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,Florida,Gonzaga,-18.34857142857143,7.0
Gonzaga,Gonzaga,Baylor,West Virginia,Florida State,Baylor,Gonzaga,-18.348695652173912,23.0
Alabama,Alabama,Illinois,Illinois,Alabama,Purdue,Gonzaga,-18.37142857142857,7.0
Gonzaga,Gonzaga,Baylor,Loyola (IL),Michigan,Baylor,Gonzaga,-18.374999999999996,16.0
Michigan,Michigan,Houston,Houston,Michigan,Baylor,Iowa,-18.380000000000003,14.0
Illinois,Gonzaga,Illinois,Illinois,Louisiana State,Ohio State,Gonzaga,-18.393333333333334,12.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Florida State,Ohio State,Gonzaga,-18.4,7.0
Gonzaga,Gonzaga,Ohio State,West Virginia,Alabama,Ohio State,Gonzaga,-18.407619047619047,21.0
Gonzaga,Gonzaga,Baylor,Illinois,Michigan,Baylor,Gonzaga,-18.42275590551181,508.0
Illinois,Michigan,Illinois,Illinois,Michigan,Villanova,Gonzaga,-18.426153846153845,13.0
Baylor,Kansas,Baylor,Oklahoma State,Michigan,Baylor,Kansas,-18.427500000000002,8.0
Baylor,Kansas,Baylor,Houston,Michigan,Baylor,Kansas,-18.435555555555553,9.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Iowa,-18.44708333333333,48.0
Michigan,Michigan,Purdue,Illinois,Michigan,Purdue,Gonzaga,-18.450909090909093,11.0
Baylor,Gonzaga,Baylor,Loyola (IL),Michigan,Baylor,Gonzaga,-18.45777777777778,9.0
West Virginia,Gonzaga,West Virginia,West Virginia,Michigan,Ohio State,Gonzaga,-18.465555555555557,18.0
Gonzaga,Gonzaga,Ohio State,West Virginia,Texas,Ohio State,Gonzaga,-18.473999999999997,10.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Villanova,Gonzaga,-18.49032258064516,31.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,North Carolina,Gonzaga,-18.496,15.0
Gonzaga,Gonzaga,Baylor,West Virginia,Texas,Baylor,Gonzaga,-18.5,44.0
Alabama,Alabama,Baylor,Illinois,Alabama,Baylor,Kansas,-18.5,13.0
West Virginia,Gonzaga,West Virginia,West Virginia,Texas,Baylor,Gonzaga,-18.502857142857142,7.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Virginia,-18.50333333333333,12.0
Virginia,Virginia,Baylor,West Virginia,Texas,Baylor,Virginia,-18.506666666666664,6.0
Gonzaga,Gonzaga,Loyola (IL),Loyola (IL),Michigan,Ohio State,Gonzaga,-18.50857142857143,7.0
Illinois,Michigan,Illinois,Illinois,Michigan,North Carolina,Gonzaga,-18.50888888888889,9.0
Ohio State,Gonzaga,Ohio State,Oklahoma State,Alabama,Ohio State,Gonzaga,-18.514545454545456,11.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Villanova,Gonzaga,-18.518723404255315,47.0
Gonzaga,Gonzaga,Ohio State,Loyola (IL),Michigan,Ohio State,Gonzaga,-18.519999999999996,9.0
Ohio State,Michigan,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-18.520000000000003,7.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Alabama,Ohio State,Gonzaga,-18.534814814814812,27.0
Kansas,Kansas,Baylor,Houston,Alabama,Baylor,Kansas,-18.536666666666665,6.0
Gonzaga,Gonzaga,Baylor,Loyola (IL),Alabama,Baylor,Gonzaga,-18.540000000000003,9.0
Gonzaga,Gonzaga,North Carolina,Illinois,Texas,North Carolina,Gonzaga,-18.545454545454547,11.0
Michigan,Michigan,Ohio State,Houston,Michigan,Ohio State,Iowa,-18.5525,8.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Gonzaga,-18.553333333333335,54.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Florida State,Baylor,Gonzaga,-18.554999999999996,16.0
Gonzaga,Gonzaga,Baylor,Syracuse,Alabama,Baylor,Gonzaga,-18.560000000000002,6.0
Illinois,Gonzaga,Illinois,Illinois,Texas,Villanova,Gonzaga,-18.571111111111108,9.0
Texas,Texas,Baylor,Illinois,Texas,Baylor,Kansas,-18.58285714285714,7.0
Ohio State,Michigan,Ohio State,West Virginia,Michigan,Ohio State,Gonzaga,-18.585714285714285,7.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Gonzaga,-18.596603773584917,53.0
West Virginia,Michigan,West Virginia,West Virginia,Michigan,Baylor,Gonzaga,-18.60571428571429,7.0
Gonzaga,Gonzaga,Ohio State,Illinois,Louisiana State,Ohio State,Gonzaga,-18.61333333333333,9.0
Texas,Texas,Illinois,Illinois,Texas,Ohio State,Gonzaga,-18.62,9.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Alabama,Villanova,Gonzaga,-18.6225,8.0
Texas,Texas,Illinois,Illinois,Texas,Baylor,Gonzaga,-18.628148148148146,27.0
Illinois,Gonzaga,Illinois,Illinois,Michigan,Florida,Gonzaga,-18.63076923076923,13.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Texas,Baylor,Gonzaga,-18.634999999999998,20.0
Gonzaga,Gonzaga,Villanova,Houston,Alabama,Villanova,Gonzaga,-18.635,8.0
Kansas,Kansas,Baylor,Illinois,Michigan,Baylor,Kansas,-18.637,20.0
Kansas,Kansas,Ohio State,Houston,Michigan,Ohio State,Kansas,-18.64,8.0
Ohio State,Gonzaga,Ohio State,Tennessee,Alabama,Ohio State,Gonzaga,-18.64,6.0
Ohio State,Gonzaga,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-18.64636363636364,22.0
Texas,Texas,Illinois,Illinois,Texas,Arkansas,Gonzaga,-18.646666666666665,6.0
Gonzaga,Gonzaga,Villanova,Illinois,Alabama,Villanova,Gonzaga,-18.647368421052636,19.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Florida,Gonzaga,-18.653846153846153,13.0
Michigan,Michigan,West Virginia,West Virginia,Michigan,Ohio State,Gonzaga,-18.660000000000004,16.0
Gonzaga,Gonzaga,Baylor,Illinois,Maryland,Baylor,Gonzaga,-18.666666666666668,12.0
Michigan,Michigan,West Virginia,West Virginia,Michigan,Baylor,Gonzaga,-18.674285714285713,14.0
Kansas,Kansas,Baylor,Houston,Michigan,Baylor,Kansas,-18.677500000000002,8.0
Michigan,Michigan,Ohio State,Houston,Michigan,Ohio State,Kansas,-18.685000000000002,8.0
Michigan,Michigan,Illinois,Illinois,Michigan,Villanova,Gonzaga,-18.685454545454547,11.0
Iowa,Iowa,Oklahoma State,Oklahoma State,Michigan,Baylor,Iowa,-18.7,6.0
Kansas,Kansas,Illinois,Illinois,Florida State,Ohio State,Kansas,-18.7,7.0
Gonzaga,Gonzaga,West Virginia,West Virginia,Michigan,Villanova,Gonzaga,-18.71142857142857,7.0
Texas,Texas,Baylor,Illinois,Texas,Baylor,Gonzaga,-18.723200000000002,25.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Iowa,-18.733749999999997,32.0
Connecticut,Connecticut,Illinois,Illinois,Connecticut,Baylor,Gonzaga,-18.743333333333336,6.0
Texas,Texas,Illinois,Illinois,Texas,Baylor,Iowa,-18.747500000000002,8.0
Gonzaga,Gonzaga,Baylor,West Virginia,Connecticut,Baylor,Gonzaga,-18.75,8.0
North Carolina,Michigan,North Carolina,Illinois,Michigan,North Carolina,Gonzaga,-18.759999999999998,11.0
Michigan,Michigan,Houston,Houston,Michigan,Purdue,Gonzaga,-18.765,8.0
Texas,Texas,Baylor,Houston,Texas,Baylor,Gonzaga,-18.774285714285714,7.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-18.777083333333326,48.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,North Carolina,Gonzaga,-18.782500000000002,8.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Texas,Ohio State,Gonzaga,-18.782857142857143,14.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Gonzaga,-18.78307692307692,130.0
Gonzaga,Gonzaga,Baylor,Loyola (IL),Texas,Baylor,Gonzaga,-18.784444444444446,9.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Kansas,-18.79294117647059,17.0
Gonzaga,Gonzaga,Villanova,Houston,Michigan,Villanova,Gonzaga,-18.801176470588235,17.0
Texas,Texas,Baylor,Oklahoma State,Texas,Baylor,Gonzaga,-18.80285714285714,14.0
Gonzaga,Gonzaga,Baylor,Georgia Tech,Alabama,Baylor,Gonzaga,-18.805714285714284,7.0
Kansas,Kansas,Illinois,Illinois,Alabama,Ohio State,Kansas,-18.81111111111111,9.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Gonzaga,-18.811599999999988,150.0
Villanova,Gonzaga,Villanova,Illinois,Michigan,Villanova,Gonzaga,-18.8125,8.0
Gonzaga,Gonzaga,Baylor,West Virginia,Michigan,Baylor,Gonzaga,-18.815686274509815,102.0
Loyola (IL),Gonzaga,Loyola (IL),Loyola (IL),Michigan,Baylor,Gonzaga,-18.816666666666666,6.0
Texas,Texas,Houston,Houston,Texas,Baylor,Gonzaga,-18.82,7.0
Michigan,Michigan,Houston,Houston,Michigan,Arkansas,Gonzaga,-18.825714285714287,7.0
Illinois,Gonzaga,Illinois,Illinois,Florida State,Arkansas,Gonzaga,-18.837500000000002,8.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Kansas,-18.844347826086956,23.0
Gonzaga,Gonzaga,Georgia Tech,Georgia Tech,Michigan,Baylor,Gonzaga,-18.848888888888887,9.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Iowa,-18.85217391304348,46.0
Gonzaga,Gonzaga,Illinois,Illinois,Florida State,Villanova,Gonzaga,-18.860000000000003,12.0
Baylor,Florida State,Baylor,Oklahoma State,Florida State,Baylor,Gonzaga,-18.868571428571425,7.0
Michigan,Michigan,Illinois,Illinois,Michigan,North Carolina,Gonzaga,-18.87,12.0
Michigan,Michigan,Illinois,Illinois,Michigan,Purdue,Gonzaga,-18.87375,16.0
Michigan,Michigan,Baylor,Tennessee,Michigan,Baylor,Gonzaga,-18.892307692307693,13.0
North Carolina,Gonzaga,North Carolina,Illinois,Michigan,North Carolina,Gonzaga,-18.8925,8.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Alabama,Baylor,Gonzaga,-18.89607843137255,51.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Gonzaga,-18.89663157894737,95.0
Gonzaga,Gonzaga,Ohio State,Georgia Tech,Michigan,Ohio State,Gonzaga,-18.90285714285714,7.0
Gonzaga,Gonzaga,Ohio State,Oklahoma State,Florida State,Ohio State,Gonzaga,-18.904285714285717,14.0
Gonzaga,Gonzaga,Baylor,Houston,Brigham Young,Baylor,Gonzaga,-18.90666666666667,12.0
Kansas,Kansas,Baylor,Illinois,Alabama,Baylor,Kansas,-18.908571428571427,14.0
Illinois,Texas,Illinois,Illinois,Texas,Villanova,Gonzaga,-18.9125,8.0
North Carolina,Gonzaga,North Carolina,Illinois,Alabama,North Carolina,Gonzaga,-18.913333333333338,6.0
