pool_id,bracket_id,Win Frequency,Cash Frequency,EV,1sigma,f4w,f4e,f4mw,f4s,f1,f2,winner
66,19,0.07,0.26,18.0,40.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Illinois
66,14,0.06,0.27,17.0,37.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Baylor
66,6,0.06,0.22,16.0,39.0,Gonzaga,Alabama,Houston,Ohio State,Gonzaga,Houston,Gonzaga
66,13,0.05,0.21,14.0,35.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
66,23,0.05,0.21,13.0,35.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
66,12,0.05,0.19,13.0,35.0,Iowa,Michigan,Illinois,Baylor,Iowa,Baylor,Baylor
66,0,0.05,0.17,12.0,34.0,Gonzaga,Alabama,Illinois,Oral Roberts,Gonzaga,Illinois,Illinois
66,2,0.04,0.19,12.0,33.0,Iowa,Michigan,West Virginia,Baylor,Michigan,Baylor,Baylor
66,7,0.05,0.16,12.0,34.0,Gonzaga,Michigan,Illinois,Florida,Gonzaga,Illinois,Illinois
66,15,0.03,0.23,12.0,30.0,Gonzaga,Michigan,Tennessee,Baylor,Gonzaga,Baylor,Gonzaga
66,21,0.04,0.14,10.0,33.0,Gonzaga,Michigan,Houston,Purdue,Gonzaga,Houston,Gonzaga
66,11,0.03,0.16,9.0,28.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Illinois
66,22,0.03,0.14,9.0,30.0,Iowa,Michigan,Illinois,Baylor,Iowa,Baylor,Iowa
66,17,0.03,0.13,9.0,29.0,Gonzaga,Alabama,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
66,20,0.03,0.1,7.0,26.0,Iowa,Michigan,Houston,Ohio State,Iowa,Houston,Iowa
66,1,0.02,0.1,6.0,24.0,Gonzaga,Connecticut,Illinois,Ohio State,Connecticut,Ohio State,Ohio State
66,9,0.02,0.07,5.0,24.0,Oklahoma,Florida State,West Virginia,Baylor,Florida State,Baylor,Florida State
66,3,0.02,0.1,5.0,22.0,Gonzaga,Alabama,Morehead State,Ohio State,Gonzaga,Ohio State,Ohio State
66,16,0.01,0.07,4.0,20.0,Gonzaga,Michigan,West Virginia,Winthrop,Gonzaga,West Virginia,West Virginia
66,5,0.01,0.04,3.0,16.0,Gonzaga,Texas,West Virginia,Arkansas,Gonzaga,West Virginia,West Virginia
66,18,0.0,0.04,2.0,13.0,Gonzaga,Michigan,Georgia Tech,Arkansas,Gonzaga,Georgia Tech,Georgia Tech
66,8,0.01,0.03,2.0,13.0,Gonzaga,Michigan,Drexel,Ohio State,Michigan,Drexel,Michigan
66,10,0.0,0.0,0.0,2.0,Grand Canyon,Georgetown,Liberty,Wisconsin,Grand Canyon,Wisconsin,Grand Canyon
67,19,0.1,0.41,28.0,47.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Gonzaga
67,5,0.1,0.34,25.0,46.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
67,9,0.09,0.34,23.0,44.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Illinois
67,21,0.08,0.29,20.0,42.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Illinois
67,1,0.08,0.28,20.0,43.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
67,11,0.07,0.23,18.0,41.0,Iowa,Alabama,Illinois,Ohio State,Iowa,Illinois,Illinois
67,20,0.06,0.26,17.0,38.0,Gonzaga,Alabama,Illinois,Arkansas,Gonzaga,Illinois,Illinois
67,16,0.05,0.23,16.0,37.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Gonzaga
67,22,0.04,0.21,13.0,34.0,Gonzaga,Alabama,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
67,23,0.03,0.2,11.0,29.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
67,14,0.04,0.14,10.0,32.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Ohio State,Michigan
67,6,0.05,0.12,10.0,33.0,Virginia,Texas,Illinois,Ohio State,Virginia,Ohio State,Ohio State
67,10,0.04,0.14,10.0,31.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
67,0,0.03,0.16,9.0,28.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
67,12,0.02,0.1,6.0,23.0,Gonzaga,Florida State,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
67,8,0.02,0.12,6.0,23.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
67,3,0.02,0.08,5.0,21.0,Gonzaga,Georgetown,Illinois,Baylor,Georgetown,Baylor,Baylor
67,2,0.02,0.06,5.0,23.0,Iowa,Florida State,Illinois,Wisconsin,Florida State,Wisconsin,Wisconsin
67,17,0.02,0.05,4.0,23.0,Gonzaga,Michigan,West Virginia,Arkansas,Gonzaga,West Virginia,West Virginia
67,18,0.02,0.06,4.0,21.0,Gonzaga,Florida State,Loyola (IL),Baylor,Gonzaga,Loyola (IL),Gonzaga
67,4,0.01,0.05,3.0,17.0,Virginia,Alabama,Loyola (IL),Baylor,Virginia,Loyola (IL),Loyola (IL)
67,24,0.01,0.04,3.0,18.0,Gonzaga,Georgetown,Illinois,Purdue,Gonzaga,Purdue,Purdue
67,15,0.01,0.04,2.0,14.0,Gonzaga,Alabama,Tennessee,Villanova,Gonzaga,Villanova,Gonzaga
67,13,0.01,0.02,2.0,13.0,Gonzaga,St. Bonaventure,Illinois,Colgate,Gonzaga,Illinois,Gonzaga
67,7,0.0,0.02,1.0,8.0,Gonzaga,Maryland,Clemson,Baylor,Maryland,Baylor,Maryland
68,21,0.21,0.63,49.0,57.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
68,24,0.08,0.29,20.0,42.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
68,23,0.05,0.31,19.0,38.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
68,3,0.06,0.23,17.0,39.0,Creighton,Alabama,Illinois,Baylor,Alabama,Illinois,Illinois
68,4,0.06,0.21,15.0,38.0,Gonzaga,Michigan,Loyola (IL),Ohio State,Gonzaga,Ohio State,Gonzaga
68,9,0.06,0.18,14.0,39.0,Iowa,Alabama,Illinois,Baylor,Iowa,Baylor,Iowa
68,20,0.05,0.21,13.0,35.0,Gonzaga,Colorado,Illinois,Baylor,Gonzaga,Baylor,Baylor
68,11,0.04,0.22,13.0,32.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
68,10,0.04,0.17,12.0,32.0,Iowa,Connecticut,Illinois,Baylor,Iowa,Baylor,Baylor
68,18,0.04,0.18,12.0,32.0,Gonzaga,Alabama,West Virginia,Ohio State,Gonzaga,Ohio State,Gonzaga
68,0,0.04,0.18,12.0,33.0,Gonzaga,St. Bonaventure,Illinois,Baylor,Gonzaga,Baylor,Baylor
68,8,0.05,0.13,11.0,35.0,Iowa,Michigan,Houston,Baylor,Michigan,Houston,Houston
68,15,0.04,0.16,11.0,32.0,Kansas,Michigan,Illinois,Baylor,Kansas,Illinois,Illinois
68,13,0.02,0.16,9.0,27.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
68,6,0.02,0.14,8.0,26.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Illinois
68,7,0.02,0.09,6.0,25.0,Creighton,Florida State,Houston,Ohio State,Creighton,Ohio State,Ohio State
68,2,0.02,0.1,6.0,22.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
68,16,0.02,0.07,5.0,23.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
68,22,0.02,0.08,5.0,24.0,Kansas,Louisiana State,Oklahoma State,Baylor,Louisiana State,Baylor,Baylor
68,17,0.01,0.07,4.0,18.0,Gonzaga,Florida State,Tennessee,Hartford,Gonzaga,Hartford,Gonzaga
68,19,0.01,0.06,4.0,19.0,UC-Santa Barbara,Alabama,Illinois,Arkansas,Alabama,Illinois,Illinois
68,1,0.01,0.03,2.0,16.0,Oregon,Alabama,West Virginia,Ohio State,Alabama,West Virginia,Alabama
68,14,0.0,0.03,2.0,11.0,Oklahoma,Michigan,Illinois,Baylor,Oklahoma,Baylor,Oklahoma
68,12,0.0,0.04,2.0,14.0,Gonzaga,Michigan,Drexel,Purdue,Michigan,Purdue,Michigan
68,5,0.0,0.02,1.0,10.0,Virginia,Texas,Syracuse,Baylor,Virginia,Syracuse,Syracuse
69,15,0.1,0.39,27.0,46.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
69,16,0.08,0.4,25.0,44.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
69,3,0.04,0.37,19.0,36.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
69,12,0.07,0.26,18.0,41.0,Gonzaga,Michigan,Houston,Ohio State,Gonzaga,Ohio State,Ohio State
69,18,0.08,0.23,18.0,42.0,Gonzaga,Alabama,West Virginia,Baylor,Alabama,Baylor,Baylor
69,4,0.07,0.22,17.0,41.0,Gonzaga,Brigham Young,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
69,14,0.07,0.23,17.0,41.0,Gonzaga,Texas,Houston,Ohio State,Gonzaga,Houston,Gonzaga
69,13,0.07,0.21,16.0,40.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Illinois
69,21,0.05,0.22,14.0,36.0,Kansas,Michigan,Illinois,Baylor,Kansas,Illinois,Kansas
69,7,0.05,0.16,12.0,34.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Michigan
69,9,0.03,0.2,11.0,30.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
69,8,0.04,0.15,10.0,32.0,Gonzaga,Michigan,Georgia Tech,Baylor,Gonzaga,Baylor,Gonzaga
69,23,0.04,0.11,9.0,32.0,Virginia,Michigan,Illinois,Baylor,Virginia,Illinois,Virginia
69,5,0.02,0.13,8.0,25.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
69,17,0.03,0.12,8.0,28.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Baylor,Baylor
69,0,0.02,0.12,7.0,26.0,Gonzaga,Alabama,Illinois,Villanova,Alabama,Illinois,Illinois
69,22,0.02,0.08,6.0,25.0,Gonzaga,Colorado,Oklahoma State,Ohio State,Colorado,Ohio State,Ohio State
69,24,0.02,0.09,6.0,26.0,Gonzaga,Michigan,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
69,11,0.02,0.06,5.0,21.0,Kansas,Colorado,Tennessee,Ohio State,Colorado,Tennessee,Colorado
69,19,0.01,0.06,4.0,20.0,Norfolk State,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
69,20,0.01,0.05,4.0,19.0,Virginia,Connecticut,Illinois,Baylor,Connecticut,Illinois,Connecticut
69,2,0.02,0.05,4.0,20.0,Gonzaga,Texas,Illinois,Villanova,Gonzaga,Villanova,Gonzaga
69,10,0.0,0.03,2.0,12.0,Kansas,Michigan,Illinois,Winthrop,Kansas,Illinois,Kansas
69,1,0.0,0.03,1.0,11.0,Oregon,Brigham Young,Illinois,Baylor,Oregon,Baylor,Baylor
69,6,0.0,0.02,1.0,11.0,Iowa,Iona,Illinois,Arkansas,Iona,Illinois,Iona
70,10,0.15,0.39,32.0,53.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Illinois
70,19,0.11,0.39,28.0,48.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
70,8,0.08,0.3,21.0,43.0,Gonzaga,Texas,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
70,6,0.08,0.26,20.0,43.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
70,24,0.06,0.24,17.0,40.0,Kansas,Michigan,Houston,Baylor,Michigan,Houston,Michigan
70,2,0.05,0.29,17.0,37.0,Gonzaga,Alabama,Oklahoma State,Baylor,Gonzaga,Oklahoma State,Gonzaga
70,11,0.05,0.28,17.0,37.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Illinois
70,13,0.05,0.21,14.0,36.0,Gonzaga,Alabama,Illinois,Purdue,Gonzaga,Purdue,Gonzaga
70,18,0.05,0.21,13.0,34.0,Gonzaga,Brigham Young,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
70,17,0.05,0.18,13.0,36.0,Gonzaga,Florida State,Houston,Ohio State,Gonzaga,Houston,Gonzaga
70,9,0.04,0.17,12.0,33.0,Iowa,Alabama,Clemson,Baylor,Iowa,Baylor,Baylor
70,7,0.03,0.17,10.0,30.0,Gonzaga,Alabama,West Virginia,Texas Tech,Gonzaga,West Virginia,Gonzaga
70,22,0.03,0.11,8.0,29.0,Iowa,Florida State,Illinois,Baylor,Iowa,Illinois,Illinois
70,12,0.02,0.14,8.0,25.0,Oklahoma,Alabama,Illinois,Baylor,Oklahoma,Illinois,Illinois
70,16,0.02,0.11,7.0,24.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Arkansas,Arkansas
70,15,0.02,0.08,6.0,24.0,Iowa,Michigan,Tennessee,Ohio State,Iowa,Ohio State,Iowa
70,21,0.02,0.08,5.0,23.0,Iowa,Connecticut,Houston,Purdue,Connecticut,Purdue,Connecticut
70,23,0.02,0.07,5.0,22.0,Kansas,Michigan,West Virginia,Ohio State,Kansas,West Virginia,West Virginia
70,14,0.01,0.08,4.0,19.0,Gonzaga,Alabama,Loyola (IL),Baylor,Gonzaga,Loyola (IL),Gonzaga
70,5,0.02,0.05,4.0,20.0,Missouri,Texas,Illinois,Baylor,Texas,Baylor,Texas
70,0,0.01,0.07,4.0,18.0,Gonzaga,Alabama,West Virginia,Ohio State,Gonzaga,West Virginia,West Virginia
70,1,0.01,0.05,3.0,16.0,Creighton,Michigan,San Diego State,Baylor,Michigan,Baylor,Michigan
70,3,0.0,0.03,2.0,12.0,Gonzaga,Louisiana State,Oklahoma State,Purdue,Louisiana State,Purdue,Purdue
70,4,0.0,0.02,1.0,9.0,Norfolk State,Alabama,West Virginia,North Carolina,Alabama,North Carolina,Alabama
70,20,0.0,0.02,1.0,11.0,Missouri,Florida State,West Virginia,Ohio State,Missouri,West Virginia,West Virginia
71,17,0.18,0.54,42.0,55.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
71,14,0.1,0.41,27.0,46.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
71,11,0.09,0.28,22.0,45.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Illinois
71,12,0.07,0.26,18.0,41.0,Gonzaga,Michigan,Houston,Arkansas,Gonzaga,Houston,Gonzaga
71,4,0.07,0.24,17.0,40.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
71,7,0.06,0.2,14.0,37.0,Iowa,Michigan,West Virginia,Baylor,Iowa,Baylor,Iowa
71,6,0.05,0.18,13.0,36.0,Iowa,Texas,Illinois,Baylor,Iowa,Illinois,Iowa
71,15,0.05,0.21,13.0,35.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
71,8,0.04,0.15,11.0,32.0,Gonzaga,Colorado,Houston,Baylor,Gonzaga,Houston,Houston
71,23,0.03,0.17,10.0,28.0,Gonzaga,Michigan,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
71,20,0.04,0.15,10.0,31.0,Gonzaga,Michigan,Houston,Ohio State,Michigan,Houston,Michigan
71,24,0.03,0.17,10.0,29.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Baylor
71,16,0.03,0.13,9.0,29.0,Gonzaga,Texas,Houston,Purdue,Gonzaga,Purdue,Gonzaga
71,0,0.03,0.12,8.0,28.0,Gonzaga,Alabama,West Virginia,Baylor,Alabama,West Virginia,West Virginia
71,18,0.03,0.11,7.0,27.0,Gonzaga,Michigan,Clemson,Baylor,Gonzaga,Baylor,Baylor
71,22,0.03,0.1,7.0,28.0,Gonzaga,Michigan,Tennessee,Baylor,Michigan,Baylor,Baylor
71,10,0.02,0.11,6.0,22.0,Gonzaga,Michigan,Houston,Florida,Michigan,Florida,Michigan
71,9,0.01,0.06,4.0,18.0,Kansas,Texas,Illinois,Baylor,Texas,Illinois,Illinois
71,19,0.01,0.08,4.0,20.0,Gonzaga,Michigan,Houston,Texas Tech,Gonzaga,Houston,Gonzaga
71,21,0.01,0.07,4.0,18.0,Gonzaga,Michigan,Loyola (IL),Arkansas,Gonzaga,Arkansas,Gonzaga
71,2,0.01,0.08,4.0,19.0,Gonzaga,Georgetown,Tennessee,Baylor,Gonzaga,Baylor,Gonzaga
71,1,0.01,0.06,3.0,14.0,Gonzaga,Michigan,Oklahoma State,Baylor,Gonzaga,Oklahoma State,Oklahoma State
71,5,0.01,0.05,3.0,16.0,Gonzaga,Alabama,Loyola (IL),Ohio State,Gonzaga,Ohio State,Ohio State
71,13,0.01,0.04,2.0,15.0,Oklahoma,Michigan,Tennessee,Baylor,Michigan,Tennessee,Michigan
71,3,0.01,0.03,2.0,14.0,Gonzaga,Colorado,Oregon State,Villanova,Gonzaga,Villanova,Villanova
72,13,0.1,0.48,31.0,47.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
72,21,0.1,0.4,27.0,46.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
72,24,0.09,0.36,24.0,44.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
72,22,0.08,0.28,20.0,43.0,Gonzaga,Texas,Houston,Baylor,Gonzaga,Houston,Gonzaga
72,1,0.07,0.27,19.0,41.0,Gonzaga,Michigan,Illinois,Purdue,Gonzaga,Illinois,Illinois
72,3,0.07,0.25,18.0,41.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
72,6,0.05,0.22,15.0,36.0,Gonzaga,Michigan,Illinois,Purdue,Gonzaga,Illinois,Illinois
72,9,0.04,0.18,12.0,34.0,Gonzaga,Connecticut,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
72,15,0.05,0.15,11.0,34.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Baylor
72,2,0.03,0.16,10.0,30.0,Gonzaga,Florida State,Houston,Baylor,Gonzaga,Houston,Gonzaga
72,19,0.03,0.16,10.0,29.0,Gonzaga,Michigan,Tennessee,Baylor,Gonzaga,Baylor,Gonzaga
72,17,0.04,0.12,9.0,30.0,Virginia,Michigan,Houston,Ohio State,Virginia,Ohio State,Virginia
72,0,0.03,0.14,9.0,30.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Illinois,Gonzaga
72,16,0.02,0.12,7.0,25.0,Gonzaga,Louisiana State,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
72,20,0.02,0.12,7.0,25.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
72,8,0.02,0.1,6.0,22.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
72,12,0.03,0.08,6.0,26.0,Gonzaga,Michigan,West Virginia,Ohio State,Gonzaga,Ohio State,Gonzaga
72,14,0.02,0.06,5.0,23.0,Iowa,Alabama,Oklahoma State,North Carolina,Alabama,Oklahoma State,Alabama
72,18,0.02,0.07,5.0,23.0,Kansas,Michigan,Oklahoma State,Baylor,Kansas,Oklahoma State,Oklahoma State
72,5,0.02,0.07,5.0,22.0,Gonzaga,Alabama,Loyola (IL),Baylor,Alabama,Loyola (IL),Loyola (IL)
72,11,0.02,0.06,4.0,21.0,Gonzaga,Florida State,Tennessee,Baylor,Gonzaga,Tennessee,Gonzaga
72,10,0.01,0.06,4.0,19.0,Gonzaga,Michigan,Illinois,Purdue,Gonzaga,Purdue,Gonzaga
72,4,0.01,0.04,3.0,17.0,Gonzaga,Michigan,Loyola (IL),Arkansas,Michigan,Arkansas,Arkansas
72,23,0.01,0.03,2.0,16.0,Gonzaga,Texas,Georgia Tech,Baylor,Gonzaga,Georgia Tech,Gonzaga
72,7,0.0,0.02,1.0,9.0,Gonzaga,Florida State,Drexel,Ohio State,Gonzaga,Ohio State,Ohio State
73,6,0.13,0.47,33.0,50.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
73,3,0.11,0.46,31.0,48.0,Gonzaga,Michigan,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
73,12,0.08,0.23,19.0,43.0,Gonzaga,Alabama,Illinois,Purdue,Gonzaga,Illinois,Illinois
73,23,0.09,0.22,19.0,44.0,Iowa,Michigan,Illinois,Ohio State,Iowa,Ohio State,Iowa
73,16,0.07,0.23,17.0,40.0,Gonzaga,Florida State,Illinois,Ohio State,Gonzaga,Illinois,Illinois
73,14,0.06,0.18,15.0,38.0,Iowa,Michigan,Houston,Purdue,Michigan,Purdue,Michigan
73,22,0.05,0.24,15.0,36.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Illinois,Illinois
73,8,0.06,0.23,15.0,37.0,Gonzaga,Florida State,Illinois,Baylor,Florida State,Baylor,Baylor
73,1,0.05,0.22,14.0,35.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
73,10,0.04,0.2,12.0,32.0,Gonzaga,Florida State,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
73,2,0.03,0.2,11.0,30.0,Gonzaga,Alabama,Illinois,Arkansas,Gonzaga,Illinois,Gonzaga
73,4,0.04,0.16,11.0,33.0,Gonzaga,Alabama,Morehead State,Ohio State,Gonzaga,Morehead State,Gonzaga
73,20,0.03,0.19,10.0,30.0,Gonzaga,Abilene Christian,Illinois,Baylor,Gonzaga,Illinois,Illinois
73,24,0.04,0.14,10.0,32.0,Gonzaga,Alabama,Tennessee,Baylor,Alabama,Baylor,Baylor
73,19,0.03,0.12,8.0,28.0,Gonzaga,Michigan,Liberty,Baylor,Michigan,Baylor,Baylor
73,5,0.02,0.12,7.0,25.0,Gonzaga,Texas,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
73,0,0.02,0.08,5.0,22.0,Iowa,Louisiana State,Illinois,Ohio State,Louisiana State,Illinois,Louisiana State
73,7,0.01,0.06,4.0,19.0,Norfolk State,Alabama,West Virginia,Baylor,Norfolk State,Baylor,Baylor
73,13,0.01,0.03,3.0,17.0,Gonzaga,Connecticut,West Virginia,Villanova,Connecticut,West Virginia,Connecticut
73,9,0.01,0.04,3.0,17.0,Kansas,Michigan,San Diego State,Arkansas,Kansas,San Diego State,San Diego State
73,21,0.0,0.08,3.0,12.0,Gonzaga,Michigan,Cleveland State,Baylor,Gonzaga,Cleveland State,Gonzaga
73,11,0.01,0.02,2.0,13.0,Norfolk State,Alabama,Oklahoma State,Purdue,Norfolk State,Purdue,Purdue
73,18,0.01,0.03,2.0,16.0,Kansas,Florida State,Drexel,Texas Tech,Kansas,Texas Tech,Texas Tech
73,15,0.0,0.03,1.0,11.0,Kansas,Georgetown,Illinois,Ohio State,Georgetown,Ohio State,Georgetown
73,17,0.0,0.01,1.0,8.0,Gonzaga,Florida State,Liberty,Baylor,Florida State,Liberty,Liberty
74,11,0.12,0.41,29.0,49.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
74,19,0.1,0.39,28.0,47.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Illinois
74,5,0.09,0.32,22.0,44.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
74,8,0.07,0.28,19.0,40.0,Iowa,Alabama,Illinois,Baylor,Iowa,Illinois,Illinois
74,10,0.07,0.25,17.0,40.0,Gonzaga,Colorado,Houston,Texas Tech,Gonzaga,Houston,Gonzaga
74,15,0.06,0.17,14.0,38.0,Iowa,Texas,Illinois,Baylor,Iowa,Baylor,Iowa
74,3,0.05,0.22,14.0,36.0,Gonzaga,Colorado,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
74,22,0.04,0.19,13.0,34.0,Kansas,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
74,0,0.04,0.2,12.0,33.0,Kansas,Michigan,Illinois,Ohio State,Kansas,Illinois,Illinois
74,20,0.04,0.18,12.0,33.0,Kansas,Alabama,Illinois,Baylor,Kansas,Baylor,Baylor
74,18,0.04,0.18,12.0,33.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
74,2,0.05,0.16,11.0,33.0,Iowa,Alabama,Illinois,Arkansas,Alabama,Illinois,Alabama
74,23,0.04,0.17,11.0,32.0,Iowa,Texas,Illinois,Baylor,Iowa,Illinois,Illinois
74,12,0.03,0.14,10.0,30.0,Gonzaga,Michigan,West Virginia,Baylor,Michigan,West Virginia,West Virginia
74,24,0.03,0.17,10.0,30.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Gonzaga
74,7,0.03,0.11,7.0,27.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Michigan
74,14,0.02,0.09,5.0,22.0,Creighton,Alabama,Illinois,Baylor,Alabama,Illinois,Alabama
74,13,0.02,0.07,5.0,21.0,Kansas,Michigan,Illinois,Ohio State,Michigan,Ohio State,Michigan
74,9,0.02,0.08,5.0,23.0,Gonzaga,Colorado,Houston,Ohio State,Gonzaga,Houston,Houston
74,16,0.02,0.06,4.0,21.0,Gonzaga,Michigan,Illinois,Colgate,Gonzaga,Colgate,Gonzaga
74,4,0.01,0.07,4.0,18.0,Gonzaga,Iona,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
74,1,0.0,0.03,2.0,12.0,Kansas,Alabama,Drexel,Ohio State,Kansas,Ohio State,Ohio State
74,21,0.01,0.03,2.0,16.0,Gonzaga,Texas,Loyola (IL),Ohio State,Texas,Loyola (IL),Texas
74,6,0.0,0.03,2.0,12.0,Kansas,Michigan,Rutgers,Ohio State,Kansas,Ohio State,Kansas
74,17,0.0,0.01,0.0,4.0,Kansas,Colorado,Oklahoma State,Ohio State,Kansas,Ohio State,Kansas
75,24,0.13,0.39,31.0,51.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
75,14,0.1,0.33,24.0,46.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Illinois
75,6,0.1,0.32,24.0,46.0,Gonzaga,Texas,Houston,Baylor,Gonzaga,Baylor,Gonzaga
75,20,0.08,0.35,23.0,43.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
75,5,0.05,0.32,18.0,37.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
75,18,0.06,0.25,17.0,39.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
75,13,0.07,0.21,16.0,40.0,Iowa,Florida State,Illinois,Baylor,Iowa,Baylor,Baylor
75,21,0.06,0.22,15.0,37.0,Gonzaga,Florida State,Illinois,Purdue,Gonzaga,Illinois,Illinois
75,23,0.06,0.17,14.0,38.0,Gonzaga,Alabama,Illinois,Ohio State,Alabama,Ohio State,Ohio State
