pool_id,bracket_id,Win Frequency,Cash Frequency,EV,1sigma,f4w,f4e,f4mw,f4s,f1,f2,winner
126,12,0.03,0.15,9.0,28.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Illinois
126,7,0.03,0.15,9.0,29.0,Gonzaga,Louisiana State,West Virginia,Baylor,Gonzaga,West Virginia,Gonzaga
126,2,0.03,0.13,8.0,28.0,Gonzaga,Alabama,Illinois,Purdue,Gonzaga,Purdue,Gonzaga
126,13,0.02,0.11,7.0,25.0,Iowa,Louisiana State,Houston,Baylor,Iowa,Baylor,Baylor
126,15,0.02,0.11,7.0,26.0,Gonzaga,Texas,Illinois,North Carolina,Gonzaga,Illinois,Illinois
126,21,0.03,0.1,7.0,26.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
126,10,0.02,0.09,5.0,22.0,Iowa,Michigan,Houston,North Carolina,Iowa,North Carolina,North Carolina
126,18,0.02,0.06,5.0,23.0,Kansas,Florida State,Houston,Ohio State,Florida State,Ohio State,Ohio State
126,5,0.02,0.07,5.0,23.0,Iowa,Texas,Oklahoma State,Purdue,Iowa,Purdue,Purdue
126,3,0.01,0.03,2.0,14.0,Gonzaga,Texas,Illinois,Colgate,Gonzaga,Colgate,Colgate
126,0,0.01,0.04,2.0,14.0,Gonzaga,Michigan,Illinois,North Carolina,Michigan,North Carolina,North Carolina
126,23,0.0,0.0,0.0,1.0,Virginia Commonwealth,Texas,Drexel,Baylor,Virginia Commonwealth,Baylor,Virginia Commonwealth
127,17,0.13,0.51,35.0,50.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
127,22,0.1,0.37,26.0,47.0,Gonzaga,Michigan,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
127,18,0.1,0.33,25.0,47.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Illinois
127,0,0.1,0.32,24.0,46.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
127,1,0.05,0.25,16.0,36.0,Iowa,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
127,15,0.07,0.18,15.0,39.0,Iowa,Alabama,Illinois,Ohio State,Iowa,Ohio State,Ohio State
127,9,0.04,0.21,13.0,34.0,Gonzaga,Texas,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
127,14,0.04,0.23,13.0,33.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
127,12,0.03,0.18,11.0,30.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
127,7,0.04,0.16,10.0,32.0,Virginia,Michigan,Illinois,Baylor,Virginia,Illinois,Illinois
127,8,0.02,0.17,9.0,27.0,Gonzaga,Michigan,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
127,5,0.03,0.13,9.0,29.0,Gonzaga,Michigan,Illinois,Arkansas,Michigan,Illinois,Illinois
127,19,0.03,0.13,9.0,29.0,Gonzaga,Michigan,Houston,Winthrop,Gonzaga,Houston,Gonzaga
127,10,0.03,0.12,8.0,28.0,Gonzaga,Florida State,Loyola (IL),Baylor,Gonzaga,Loyola (IL),Gonzaga
127,4,0.03,0.09,7.0,26.0,Iowa,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
127,21,0.02,0.1,7.0,26.0,Gonzaga,Brigham Young,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
127,23,0.03,0.11,7.0,27.0,Gonzaga,Alabama,Illinois,Arkansas,Gonzaga,Arkansas,Gonzaga
127,16,0.02,0.08,6.0,24.0,Virginia,Texas,West Virginia,Baylor,Virginia,Baylor,Virginia
127,20,0.02,0.1,6.0,22.0,Gonzaga,Maryland,Houston,Ohio State,Gonzaga,Houston,Gonzaga
127,3,0.01,0.05,4.0,20.0,Iowa,Florida State,Oklahoma State,Ohio State,Iowa,Ohio State,Iowa
127,11,0.01,0.04,3.0,16.0,Kansas,Michigan,Illinois,Baylor,Kansas,Illinois,Kansas
127,2,0.01,0.04,3.0,16.0,Gonzaga,Michigan,Illinois,Hartford,Michigan,Illinois,Michigan
127,24,0.01,0.06,3.0,15.0,Gonzaga,St. Bonaventure,San Diego State,Ohio State,Gonzaga,Ohio State,Ohio State
127,13,0.01,0.03,2.0,15.0,Gonzaga,Michigan,West Virginia,North Carolina,Gonzaga,West Virginia,Gonzaga
127,6,0.01,0.03,2.0,14.0,Virginia,Mount St. Mary's,West Virginia,Baylor,Virginia,Baylor,Virginia
128,23,0.14,0.53,38.0,52.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
128,0,0.1,0.38,27.0,47.0,Gonzaga,Texas,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
128,3,0.07,0.28,19.0,40.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Illinois,Gonzaga
128,19,0.07,0.28,19.0,41.0,Gonzaga,Louisiana State,Illinois,Baylor,Gonzaga,Illinois,Illinois
128,5,0.07,0.23,17.0,40.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Houston,Houston
128,7,0.06,0.27,16.0,37.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
128,8,0.05,0.24,15.0,35.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
128,12,0.07,0.21,15.0,39.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Baylor,Baylor
128,4,0.06,0.23,15.0,37.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Ohio State
128,11,0.07,0.16,14.0,39.0,Iowa,Louisiana State,Illinois,Baylor,Iowa,Illinois,Iowa
128,21,0.05,0.19,13.0,35.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
128,10,0.03,0.18,10.0,30.0,Gonzaga,Alabama,Houston,Baylor,Alabama,Houston,Houston
128,24,0.03,0.12,9.0,30.0,Virginia,Florida State,Houston,Baylor,Virginia,Baylor,Virginia
128,22,0.02,0.07,6.0,25.0,Virginia,Alabama,Tennessee,Ohio State,Virginia,Ohio State,Virginia
128,13,0.02,0.1,6.0,23.0,Gonzaga,Louisiana State,Illinois,Arkansas,Gonzaga,Arkansas,Gonzaga
128,17,0.02,0.08,5.0,23.0,Iowa,Michigan,Illinois,Ohio State,Michigan,Ohio State,Ohio State
128,16,0.02,0.08,5.0,22.0,Gonzaga,Texas,Illinois,Ohio State,Texas,Ohio State,Ohio State
128,9,0.02,0.06,4.0,20.0,Gonzaga,Michigan,Houston,Baylor,Michigan,Houston,Michigan
128,20,0.01,0.07,4.0,18.0,Gonzaga,Georgetown,Oklahoma State,Ohio State,Gonzaga,Oklahoma State,Gonzaga
128,15,0.01,0.06,3.0,17.0,Gonzaga,Colorado,Illinois,Baylor,Colorado,Baylor,Colorado
128,2,0.01,0.06,3.0,17.0,Gonzaga,Michigan,Clemson,Baylor,Michigan,Baylor,Michigan
128,14,0.0,0.04,2.0,13.0,Gonzaga,Michigan,Houston,Arkansas,Michigan,Arkansas,Michigan
128,6,0.01,0.04,2.0,15.0,Gonzaga,Michigan,West Virginia,Arkansas,Michigan,Arkansas,Michigan
128,18,0.0,0.01,1.0,6.0,Norfolk State,Alabama,Houston,Baylor,Norfolk State,Baylor,Baylor
128,1,0.01,0.02,1.0,13.0,Gonzaga,Alabama,West Virginia,Villanova,Alabama,Villanova,Villanova
129,10,0.1,0.35,26.0,47.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
129,24,0.09,0.37,25.0,45.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Gonzaga
129,7,0.09,0.33,24.0,45.0,Gonzaga,Florida State,Houston,Baylor,Gonzaga,Baylor,Gonzaga
129,5,0.09,0.32,23.0,45.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
129,15,0.06,0.26,17.0,38.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Illinois
129,11,0.06,0.23,16.0,38.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Baylor
129,4,0.05,0.24,15.0,35.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
129,17,0.05,0.21,14.0,36.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
129,9,0.05,0.21,14.0,36.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
129,1,0.05,0.15,11.0,33.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Baylor,Alabama
129,13,0.04,0.17,11.0,33.0,Kansas,Michigan,Houston,Baylor,Michigan,Baylor,Michigan
129,16,0.03,0.18,10.0,29.0,Gonzaga,Michigan,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
129,6,0.04,0.14,10.0,31.0,Gonzaga,Maryland,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
129,14,0.04,0.09,8.0,30.0,Iowa,Michigan,Houston,Baylor,Michigan,Houston,Houston
129,21,0.03,0.09,7.0,27.0,Gonzaga,Michigan,West Virginia,Ohio State,Michigan,West Virginia,Michigan
129,19,0.02,0.12,7.0,25.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,West Virginia,Gonzaga
129,0,0.02,0.11,6.0,23.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
129,8,0.02,0.08,6.0,24.0,Kansas,Texas,Illinois,Ohio State,Texas,Illinois,Illinois
129,23,0.02,0.08,5.0,21.0,Gonzaga,Michigan,Oklahoma State,Baylor,Gonzaga,Baylor,Baylor
129,3,0.02,0.06,4.0,22.0,Southern California,Michigan,Georgia Tech,Baylor,Southern California,Baylor,Southern California
129,2,0.02,0.06,4.0,21.0,Gonzaga,Texas,Houston,Texas Tech,Texas,Texas Tech,Texas
129,22,0.01,0.04,3.0,16.0,Gonzaga,Alabama,Oklahoma State,Texas Tech,Gonzaga,Texas Tech,Texas Tech
129,20,0.01,0.04,2.0,16.0,Iowa,Michigan,Loyola (IL),Ohio State,Michigan,Loyola (IL),Loyola (IL)
129,18,0.0,0.03,1.0,10.0,Gonzaga,Georgetown,West Virginia,Ohio State,Gonzaga,West Virginia,West Virginia
129,12,0.0,0.03,1.0,11.0,Gonzaga,Michigan State,Georgia Tech,Baylor,Gonzaga,Georgia Tech,Georgia Tech
130,22,0.15,0.52,38.0,53.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Illinois
130,3,0.1,0.41,28.0,47.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
130,6,0.11,0.33,26.0,48.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Gonzaga
130,2,0.06,0.34,21.0,39.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
130,23,0.06,0.27,18.0,40.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
130,8,0.08,0.21,17.0,41.0,Iowa,Michigan,Houston,Ohio State,Michigan,Houston,Houston
130,1,0.06,0.23,16.0,38.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Baylor
130,12,0.06,0.19,13.0,37.0,Virginia,Texas,Illinois,Baylor,Virginia,Illinois,Virginia
130,17,0.04,0.22,13.0,33.0,Gonzaga,Alabama,Illinois,Arkansas,Gonzaga,Illinois,Illinois
130,16,0.04,0.14,10.0,31.0,Iowa,Michigan,Illinois,Purdue,Iowa,Illinois,Iowa
130,21,0.03,0.16,9.0,28.0,Gonzaga,Brigham Young,Illinois,Ohio State,Gonzaga,Illinois,Illinois
130,5,0.03,0.11,8.0,29.0,Iowa,Texas,West Virginia,Baylor,Iowa,Baylor,Iowa
130,24,0.02,0.11,7.0,24.0,Gonzaga,Texas,Illinois,Winthrop,Gonzaga,Illinois,Gonzaga
130,11,0.02,0.12,7.0,26.0,Gonzaga,Florida State,Houston,Baylor,Gonzaga,Houston,Houston
130,20,0.02,0.09,6.0,24.0,Gonzaga,Michigan,Tennessee,Ohio State,Michigan,Tennessee,Tennessee
130,9,0.02,0.09,6.0,25.0,Gonzaga,Michigan,Houston,Villanova,Gonzaga,Villanova,Gonzaga
130,7,0.02,0.09,6.0,23.0,Gonzaga,Texas,West Virginia,Texas Tech,Gonzaga,Texas Tech,Texas Tech
130,14,0.01,0.06,4.0,19.0,Gonzaga,Michigan,Houston,Texas Tech,Gonzaga,Texas Tech,Texas Tech
130,10,0.01,0.06,4.0,19.0,Virginia,Michigan,Cleveland State,Baylor,Virginia,Baylor,Virginia
130,0,0.02,0.06,4.0,21.0,Gonzaga,Texas,Syracuse,Ohio State,Gonzaga,Ohio State,Gonzaga
130,18,0.0,0.05,3.0,14.0,Southern California,Michigan,Houston,Arkansas,Michigan,Houston,Houston
130,13,0.0,0.04,2.0,12.0,UC-Santa Barbara,Alabama,West Virginia,Baylor,Alabama,Baylor,Baylor
130,19,0.01,0.04,2.0,14.0,Gonzaga,Florida State,Oregon State,Wisconsin,Gonzaga,Oregon State,Gonzaga
130,4,0.01,0.04,2.0,15.0,Gonzaga,Michigan,Drexel,Purdue,Michigan,Purdue,Michigan
130,15,0.0,0.02,1.0,11.0,Kansas,Colorado,Georgia Tech,Baylor,Colorado,Georgia Tech,Georgia Tech
131,8,0.09,0.29,23.0,46.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Gonzaga
131,5,0.09,0.3,22.0,44.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Illinois,Illinois
131,17,0.08,0.3,22.0,44.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
131,6,0.08,0.26,19.0,42.0,Gonzaga,Alabama,West Virginia,Purdue,Gonzaga,West Virginia,Gonzaga
131,7,0.06,0.29,18.0,39.0,Gonzaga,Michigan,Illinois,Villanova,Michigan,Illinois,Illinois
131,19,0.07,0.24,17.0,41.0,Gonzaga,Alabama,Tennessee,Baylor,Alabama,Baylor,Baylor
131,1,0.06,0.22,16.0,38.0,Gonzaga,Michigan,Oklahoma State,Ohio State,Gonzaga,Ohio State,Gonzaga
131,10,0.06,0.2,14.0,37.0,Iowa,Alabama,Illinois,Texas Tech,Iowa,Illinois,Illinois
131,18,0.04,0.23,13.0,32.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
131,12,0.04,0.16,11.0,32.0,Gonzaga,Florida State,Houston,Baylor,Florida State,Houston,Florida State
131,23,0.04,0.16,11.0,32.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Illinois
131,24,0.04,0.17,11.0,32.0,Gonzaga,Alabama,Houston,Arkansas,Gonzaga,Houston,Gonzaga
131,3,0.04,0.15,11.0,32.0,Iowa,Alabama,Houston,Baylor,Iowa,Houston,Iowa
131,13,0.04,0.14,10.0,30.0,Virginia,Michigan,Illinois,Baylor,Virginia,Baylor,Baylor
131,4,0.03,0.15,9.0,29.0,Gonzaga,Alabama,Illinois,Ohio State,Alabama,Illinois,Alabama
131,20,0.03,0.11,8.0,29.0,Iowa,Texas,West Virginia,Baylor,Iowa,West Virginia,Iowa
131,22,0.02,0.1,7.0,26.0,Gonzaga,Michigan,Houston,Ohio State,Michigan,Ohio State,Michigan
131,14,0.01,0.14,6.0,21.0,Iowa,Alabama,Illinois,Baylor,Alabama,Baylor,Baylor
131,15,0.02,0.11,6.0,23.0,Oregon,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
131,2,0.02,0.08,5.0,24.0,Kansas,Michigan,Illinois,Ohio State,Kansas,Ohio State,Kansas
131,16,0.01,0.05,3.0,18.0,Kansas,Texas,Illinois,Hartford,Kansas,Illinois,Illinois
131,9,0.01,0.05,3.0,17.0,Gonzaga,Texas,West Virginia,Purdue,Texas,West Virginia,Texas
131,11,0.01,0.05,2.0,14.0,Iowa,Michigan,Illinois,Villanova,Iowa,Villanova,Villanova
131,21,0.0,0.02,1.0,11.0,Virginia,Alabama,Oklahoma State,Virginia Tech,Alabama,Virginia Tech,Alabama
131,0,0.0,0.02,1.0,10.0,Gonzaga,Michigan,Drexel,North Carolina,Gonzaga,North Carolina,North Carolina
132,10,0.13,0.46,33.0,51.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
132,14,0.1,0.34,25.0,46.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Illinois
132,8,0.08,0.28,21.0,43.0,Gonzaga,Alabama,Illinois,Villanova,Gonzaga,Illinois,Illinois
132,19,0.08,0.3,21.0,43.0,Gonzaga,Colorado,Houston,Baylor,Gonzaga,Baylor,Gonzaga
132,21,0.06,0.32,20.0,39.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
132,17,0.06,0.15,12.0,36.0,Iowa,Alabama,Houston,Ohio State,Iowa,Houston,Iowa
132,2,0.04,0.18,12.0,34.0,Gonzaga,Connecticut,Houston,Baylor,Connecticut,Baylor,Baylor
132,20,0.03,0.2,11.0,30.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
132,4,0.04,0.15,10.0,32.0,Gonzaga,Michigan,Loyola (IL),Baylor,Gonzaga,Loyola (IL),Gonzaga
132,22,0.04,0.13,10.0,33.0,Gonzaga,Alabama,Houston,Purdue,Gonzaga,Houston,Gonzaga
132,12,0.04,0.11,9.0,32.0,Kansas,Michigan,Houston,Ohio State,Michigan,Houston,Michigan
132,23,0.03,0.13,9.0,29.0,Gonzaga,Michigan,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
132,9,0.02,0.14,8.0,26.0,Gonzaga,Michigan,Tennessee,Ohio State,Gonzaga,Tennessee,Gonzaga
132,18,0.03,0.1,8.0,28.0,Gonzaga,Michigan,Oklahoma State,Baylor,Gonzaga,Baylor,Gonzaga
132,6,0.02,0.12,7.0,24.0,Iowa,Alabama,Illinois,Virginia Tech,Iowa,Illinois,Iowa
132,7,0.02,0.12,7.0,25.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
132,24,0.02,0.1,6.0,24.0,Gonzaga,Iona,Illinois,Baylor,Iona,Baylor,Baylor
132,15,0.03,0.08,6.0,26.0,Virginia,Louisiana State,Illinois,Baylor,Virginia,Baylor,Baylor
132,13,0.02,0.12,6.0,22.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Illinois
132,5,0.02,0.1,6.0,24.0,Gonzaga,Louisiana State,Illinois,North Carolina,Gonzaga,Illinois,Illinois
132,3,0.02,0.09,6.0,26.0,Iowa,Michigan,Tennessee,Baylor,Michigan,Baylor,Michigan
132,1,0.01,0.09,5.0,20.0,Gonzaga,Colorado,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
132,0,0.02,0.08,5.0,21.0,Gonzaga,Texas,Illinois,Baylor,Texas,Baylor,Texas
132,16,0.01,0.07,4.0,18.0,Gonzaga,Brigham Young,Houston,Baylor,Brigham Young,Baylor,Brigham Young
132,11,0.01,0.04,2.0,15.0,Iowa,Texas,Oklahoma State,Villanova,Iowa,Villanova,Iowa
133,3,0.16,0.45,37.0,54.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Baylor
133,10,0.12,0.42,30.0,49.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
133,19,0.08,0.34,23.0,44.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
133,24,0.09,0.29,22.0,45.0,Gonzaga,Florida State,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
133,17,0.06,0.26,17.0,38.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Illinois
133,21,0.06,0.24,16.0,37.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
133,7,0.05,0.23,15.0,36.0,Iowa,Michigan,Illinois,Baylor,Iowa,Baylor,Iowa
133,12,0.06,0.18,14.0,37.0,Iowa,Michigan,Houston,Ohio State,Iowa,Ohio State,Iowa
133,8,0.04,0.18,12.0,33.0,Iowa,Alabama,Illinois,Baylor,Alabama,Baylor,Alabama
133,23,0.05,0.16,12.0,34.0,Gonzaga,Connecticut,Illinois,Texas Tech,Gonzaga,Illinois,Gonzaga
133,9,0.03,0.11,8.0,27.0,Gonzaga,Alabama,Loyola (IL),Baylor,Gonzaga,Baylor,Gonzaga
133,5,0.02,0.18,8.0,24.0,Gonzaga,Abilene Christian,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
133,16,0.02,0.14,8.0,26.0,Gonzaga,Texas,Illinois,Texas Tech,Gonzaga,Illinois,Gonzaga
133,6,0.03,0.11,8.0,28.0,Virginia,Michigan,Illinois,Ohio State,Michigan,Ohio State,Ohio State
133,14,0.02,0.13,7.0,25.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
133,15,0.02,0.1,6.0,24.0,Gonzaga,Texas,West Virginia,Baylor,Texas,Baylor,Texas
133,18,0.02,0.09,6.0,23.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Illinois
133,22,0.02,0.1,6.0,25.0,Iowa,Texas,West Virginia,Baylor,Iowa,Baylor,Iowa
133,20,0.02,0.09,5.0,23.0,Creighton,Michigan,Illinois,Baylor,Creighton,Baylor,Baylor
133,13,0.01,0.06,4.0,20.0,Kansas,Texas,Illinois,Baylor,Kansas,Baylor,Kansas
133,4,0.0,0.03,2.0,13.0,Iowa,Texas,Illinois,Arkansas,Iowa,Arkansas,Arkansas
133,2,0.01,0.03,2.0,14.0,Gonzaga,Michigan,Georgia Tech,Villanova,Michigan,Georgia Tech,Georgia Tech
133,0,0.0,0.04,2.0,13.0,Gonzaga,Texas,West Virginia,Virginia Tech,Gonzaga,West Virginia,Gonzaga
133,1,0.0,0.01,1.0,8.0,Iowa,Michigan,Oregon State,Baylor,Iowa,Oregon State,Oregon State
133,11,0.0,0.03,1.0,10.0,Iowa,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
134,1,0.07,0.3,20.0,40.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
134,20,0.08,0.23,19.0,43.0,Iowa,Michigan,Illinois,Ohio State,Michigan,Ohio State,Ohio State
134,6,0.06,0.3,18.0,38.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
134,17,0.07,0.24,17.0,40.0,Gonzaga,Michigan,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
134,8,0.06,0.22,16.0,39.0,Gonzaga,Florida State,Rutgers,Baylor,Gonzaga,Baylor,Baylor
134,9,0.06,0.2,15.0,38.0,Gonzaga,Alabama,Illinois,Arkansas,Gonzaga,Illinois,Gonzaga
134,18,0.05,0.25,15.0,36.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Illinois
134,3,0.06,0.21,15.0,37.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
134,21,0.04,0.2,13.0,33.0,Gonzaga,Michigan,Oklahoma State,Baylor,Michigan,Baylor,Baylor
134,13,0.05,0.19,13.0,35.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
134,11,0.04,0.19,12.0,33.0,Gonzaga,Alabama,Illinois,Virginia Tech,Gonzaga,Illinois,Gonzaga
134,15,0.04,0.16,11.0,32.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
134,16,0.04,0.16,11.0,33.0,Gonzaga,Texas,Houston,Ohio State,Texas,Ohio State,Texas
134,4,0.04,0.15,10.0,30.0,Gonzaga,Alabama,Clemson,Ohio State,Gonzaga,Ohio State,Gonzaga
134,14,0.04,0.14,10.0,31.0,Gonzaga,Michigan,Oklahoma State,Texas Tech,Gonzaga,Oklahoma State,Gonzaga
134,12,0.03,0.15,9.0,29.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
134,19,0.02,0.12,7.0,26.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Baylor,Baylor
134,10,0.03,0.09,7.0,27.0,Virginia,Texas,Illinois,Baylor,Virginia,Baylor,Baylor
134,2,0.03,0.09,7.0,27.0,Iowa,Colorado,Illinois,North Carolina,Colorado,Illinois,Colorado
134,0,0.02,0.1,6.0,24.0,Gonzaga,Colorado,Illinois,North Carolina,Gonzaga,Illinois,Gonzaga
134,24,0.02,0.09,6.0,25.0,Kansas,Alabama,Illinois,Ohio State,Kansas,Illinois,Kansas
134,23,0.02,0.08,5.0,23.0,Kansas,Michigan,Illinois,Baylor,Kansas,Baylor,Baylor
134,7,0.02,0.06,4.0,21.0,Gonzaga,Michigan,Tennessee,Baylor,Gonzaga,Tennessee,Tennessee
134,22,0.01,0.06,4.0,19.0,Oklahoma,Alabama,Illinois,Ohio State,Oklahoma,Illinois,Illinois
134,5,0.0,0.02,1.0,10.0,UC-Santa Barbara,Texas,Illinois,Texas Tech,Texas,Illinois,Illinois
135,24,0.11,0.34,26.0,48.0,Gonzaga,Michigan,Houston,Ohio State,Gonzaga,Houston,Gonzaga
135,4,0.1,0.31,23.0,46.0,Iowa,Texas,Illinois,Baylor,Texas,Illinois,Illinois
135,15,0.08,0.29,21.0,43.0,Gonzaga,Alabama,Illinois,Arkansas,Gonzaga,Illinois,Gonzaga
135,14,0.07,0.3,20.0,41.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Baylor,Gonzaga
135,21,0.07,0.29,19.0,40.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
135,9,0.06,0.27,18.0,39.0,Gonzaga,Florida State,Tennessee,Baylor,Gonzaga,Baylor,Gonzaga
135,8,0.07,0.22,17.0,40.0,Iowa,Michigan,Illinois,Ohio State,Iowa,Illinois,Illinois
135,19,0.05,0.25,16.0,36.0,Gonzaga,Florida State,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
135,11,0.06,0.21,15.0,38.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
135,7,0.05,0.18,13.0,35.0,Gonzaga,Michigan,Oklahoma State,Ohio State,Gonzaga,Ohio State,Ohio State
135,12,0.04,0.14,10.0,31.0,Kansas,Michigan,Houston,Baylor,Michigan,Baylor,Michigan
135,13,0.03,0.14,9.0,29.0,Iowa,Florida State,Illinois,Ohio State,Iowa,Illinois,Illinois
135,16,0.03,0.15,9.0,29.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Ohio State,Michigan
135,6,0.03,0.12,8.0,29.0,Iowa,Florida State,Illinois,Texas Tech,Iowa,Illinois,Iowa
135,5,0.03,0.15,8.0,28.0,Gonzaga,Michigan,Illinois,Villanova,Gonzaga,Illinois,Gonzaga
135,20,0.02,0.13,8.0,26.0,Gonzaga,Texas,West Virginia,Baylor,Gonzaga,West Virginia,Gonzaga
135,17,0.02,0.09,6.0,25.0,Virginia,Michigan,Illinois,Ohio State,Virginia,Illinois,Virginia
135,10,0.01,0.08,5.0,20.0,Gonzaga,Alabama,Illinois,North Carolina,Gonzaga,North Carolina,North Carolina
135,1,0.01,0.1,5.0,21.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
135,2,0.01,0.08,4.0,18.0,Gonzaga,Michigan State,Morehead State,Ohio State,Gonzaga,Morehead State,Gonzaga
135,22,0.01,0.07,4.0,17.0,Virginia,Michigan,Oklahoma State,Baylor,Michigan,Oklahoma State,Michigan
135,0,0.02,0.05,4.0,20.0,Iowa,Florida State,Oklahoma State,Baylor,Florida State,Baylor,Florida State
